HumanOrthologGeneID,MouseGeneID,Symbol,Synonyms,Description,EnsemblGeneID,Matrix,IMS,MitoCarta2_List
29078.0,68493,Ndufaf4,1110007M04Rik|3000003G13Rik|AW214064|Q9D1H6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4",ENSMUSG00000028261,True,False,True
399512.0,71998,Slc25a35,1810012H11Rik|Q5SWT3,"solute carrier family 25, member 35",ENSMUSG00000018740,True,False,True
7818.0,65111,Dap3,4921514D13Rik|DAP-3|Q9ER88,death associated protein 3,ENSMUSG00000068921,True,False,True
509.0,11949,Atp5c1,1700094F02Rik|Q91VR2,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",ENSMUSG00000025781,False,False,True
26521.0,30057,Timm8b,Tim8b|P62077,translocase of inner mitochondrial membrane 8B,ENSMUSG00000039016,False,False,True
8402.0,67863,Slc25a11,2310022P18Rik|2oxoc|Q9CR62,"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11",ENSMUSG00000014606,False,False,True
644096.0,68332,Sdhaf1,0610010E21Rik|AI430885|AW490662|Lyrm8|Q3U276,succinate dehydrogenase complex assembly factor 1,ENSMUSG00000074211,False,False,True
29088.0,27395,Mrpl15,HSPC145|MRP-L7|Rpml7|Q9CPR5,mitochondrial ribosomal protein L15,ENSMUSG00000033845,True,False,True
211.0,11655,Alas1,ALAS|ALAS-N|Alas-1|Alas-h|Q8VC19,aminolevulinic acid synthase 1,ENSMUSG00000032786,True,False,True
56942.0,66531,Cmc2,1110046L09Rik|2310061C15Rik|DC13|Q8K199,COX assembly mitochondrial protein 2,ENSMUSG00000014633,False,True,True
160760.0,320717,Pptc7,9130017A15Rik|AA672638|AI848390|TA-PP2C|Q6NVE9,PTC7 protein phosphatase homolog (S. cerevisiae),ENSMUSG00000038582,True,False,True
10295.0,12041,Bckdk,AI327402|O55028,branched chain ketoacid dehydrogenase kinase,ENSMUSG00000030802,True,False,True
25828.0,56551,Txn2,2510006J11Rik|AI788873|Trx2|P97493,thioredoxin 2,ENSMUSG00000005354,True,False,True
8801.0,20917,Suclg2,AF171077|AW556404|D6Wsu120e|SCS-betaG|Q9Z2I8,"succinate-Coenzyme A ligase, GDP-forming, beta subunit",ENSMUSG00000061838,True,False,True
55669.0,67414,Mfn1,2310002F04Rik|6330416C07Rik|D3Ertd265e|HR2|mKIAA4032|Q811U4,mitofusin 1,ENSMUSG00000027668,False,False,True
10651.0,53375,Mtx2,1500012G02Rik|O88441,metaxin 2,ENSMUSG00000027099,False,False,True
4698.0,68202,Ndufa5,2900002J19Rik|Q9CPP6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5",ENSMUSG00000023089,True,False,True
4712.0,230075,Ndufb6,Gm137|Q3UIU2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6",ENSMUSG00000071014,True,True,True
55753.0,239017,Ogdhl,E9Q7L0,oxoglutarate dehydrogenase-like,ENSMUSG00000021913,True,False,True
38.0,110446,Acat1,6330585C21Rik|Acat|Q8QZT1,acetyl-Coenzyme A acetyltransferase 1,ENSMUSG00000032047,True,False,True
79746.0,67856,Echdc3,2310005D12Rik|AI662097|Q9D7J9,enoyl Coenzyme A hydratase domain containing 3,ENSMUSG00000039063,False,False,True
27247.0,56748,Nfu1,0610006G17Rik|CGI-33|Hirip5|Q9QZ23,NFU1 iron-sulfur cluster scaffold homolog (S. cerevisiae),ENSMUSG00000029993,True,False,True
219927.0,353242,Mrpl21,BC028768|Q9D1N9,mitochondrial ribosomal protein L21,ENSMUSG00000024829,True,False,True
128308.0,67212,Mrpl55,2810038N09Rik|Q9CZ83,mitochondrial ribosomal protein L55,ENSMUSG00000036860,True,False,True
51204.0,70207,Taco1,2310066I18Rik|Ccdc44|Q8K0Z7,translational activator of mitochondrially encoded cytochrome c oxidase I,ENSMUSG00000001983,True,False,True
57001.0,71238,Acn9,0610005M07Rik|4933430A16Rik|Q8BQU3,ACN9 homolog (S. cerevisiae),ENSMUSG00000042505,False,False,True
65003.0,66419,Mrpl11,2410001P07Rik|L11mt|Q9CQF0,mitochondrial ribosomal protein L11,ENSMUSG00000024902,False,False,True
55268.0,52430,Echdc2,1300017C12Rik|2610009M20Rik|D4Ertd765e|Q3TLP5,enoyl Coenzyme A hydratase domain containing 2,ENSMUSG00000028601,False,False,True
1329.0,12859,Cox5b,Q9D881,cytochrome c oxidase subunit Vb,ENSMUSG00000061518,True,True,True
36.0,66885,Acadsb,1300003O09Rik|BB066609|Q9DBL1,"acyl-Coenzyme A dehydrogenase, short/branched chain",ENSMUSG00000030861,True,False,True
26284.0,57837,Eral1,2610524P08Rik|9130407C09Rik|AU019798|Era|M-ERA|MERA-S|MERA-W|Q9CZU4,Era (G-protein)-like 1 (E. coli),ENSMUSG00000020832,True,False,True
23456.0,56199,Abcb10,Abc-me|Abcb12|Q9JI39,"ATP-binding cassette, sub-family B (MDR/TAP), member 10",ENSMUSG00000031974,True,False,True
617.0,66821,Bcs1l,9130022O19Rik|Q9CZP5,BCS1-like (yeast),ENSMUSG00000026172,True,False,True
84263.0,72479,Hsdl2,2610207I16Rik|Q2TPA8,hydroxysteroid dehydrogenase like 2,ENSMUSG00000028383,True,False,True
152100.0,67899,Cmc1,2010110K16Rik|2010312P05Rik|AI596001|Q9CPZ8,COX assembly mitochondrial protein 1,ENSMUSG00000039163,False,True,True
10873.0,109264,Me3,1700020C08Rik|B230207H15Rik|Q8BMF3,"malic enzyme 3, NADP(+)-dependent, mitochondrial",ENSMUSG00000030621,False,False,True
3329.0,15510,Hspd1,60kDa|Hsp60|P63038,heat shock protein 1 (chaperonin),ENSMUSG00000025980,True,False,True
90624.0,75530,Lyrm7,1700024C24Rik|9330147L21Rik|Q9DA03,LYR motif containing 7,ENSMUSG00000020268,True,False,True
10102.0,66399,Tsfm,2310050B20Rik|9430024O13Rik|EF-TS|EF-Tsmt|Q9CZR8,"Ts translation elongation factor, mitochondrial",ENSMUSG00000040521,True,False,True
23474.0,66071,Ethe1,0610025L15Rik|Hsco|Q9DCM0,ethylmalonic encephalopathy 1,ENSMUSG00000064254,True,False,True
8659.0,212647,Aldh4a1,A930035F14Rik|Ahd-1|Ahd1|Aldh4|Aldh5a1|E330022C09|P5cd|P5cdh|P5cdhl|P5cdhs|Ssdh1|Q8CHT0,"aldehyde dehydrogenase 4 family, member A1",ENSMUSG00000028737,True,False,True
7417.0,22334,Vdac2,Vdac6|mVDAC2|mVDAC6|Q60930,voltage-dependent anion channel 2,ENSMUSG00000021771,False,True,True
388753.0,67892,Coa6,1810063B05Rik|AI447995|Q8BGD8,cytochrome c oxidase assembly factor 6,ENSMUSG00000051671,False,True,True
51117.0,227683,Coq4,A330041N06|D2Ertd97e|Q8BGB8,coenzyme Q4 homolog (yeast),ENSMUSG00000026798,False,False,True
37.0,11370,Acadvl,vlcad|P50544,"acyl-Coenzyme A dehydrogenase, very long chain",ENSMUSG00000018574,True,False,True
3712.0,56357,Ivd,1300016K07Rik|6720455E18Rik|AI463340|Q9JHI5,isovaleryl coenzyme A dehydrogenase,ENSMUSG00000027332,True,False,True
6576.0,13358,Slc25a1,1300019P08Rik|2610100G11Rik|AI194714|Ctp|Dgsj|Slc20a3|Q8JZU2,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",ENSMUSG00000003528,False,False,True
284439.0,73095,Slc25a42,2900084M01Rik|Q8R0Y8,"solute carrier family 25, member 42",ENSMUSG00000002346,False,False,True
11194.0,74610,Abcb8,4833412N02Rik|AA409895|Q9CXJ4,"ATP-binding cassette, sub-family B (MDR/TAP), member 8",ENSMUSG00000028973,False,False,True
4725.0,595136,Ndufs5,AI256693|Q99LY9,NADH dehydrogenase (ubiquinone) Fe-S protein 5,ENSMUSG00000028648,False,True,True
51081.0,50529,Mrps7,MRP-S7|Rpms7|Q80X85,mitchondrial ribosomal protein S7,ENSMUSG00000046756,True,False,True
56922.0,72039,Mccc1,1810045E08Rik|2310058B18Rik|MCCalpha|Mcca|R75106|Q99MR8,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha),ENSMUSG00000027709,False,False,True
740.0,18120,Mrpl49,4833419D18Rik|Nof1|Q9CQ40,mitochondrial ribosomal protein L49,ENSMUSG00000007338,True,False,True
79133.0,69487,Ndufaf5,2310003L22Rik|A2APY7,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5",ENSMUSG00000027384,True,False,True
64965.0,69527,Mrps9,2310002A08Rik|AW322516|Mrp-S9|S9mt|mg637|Q9D7N3,mitochondrial ribosomal protein S9,ENSMUSG00000060679,True,False,True
4716.0,68342,Ndufb10,0610011B04Rik|22kDa|PDSW|Q9DCS9,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10",ENSMUSG00000040048,True,False,True
9093.0,83945,Dnaja3,1200003J13Rik|1810053A11Rik|C81173|Tid-1|Tid1l|Q99M87,"DnaJ (Hsp40) homolog, subfamily A, member 3",ENSMUSG00000004069,True,False,True
9801.0,56284,Mrpl19,9030416F12Rik|9130412E02Rik|D6Ertd157e|MRP-L15|RLX1|Rpml15|Q9D338,mitochondrial ribosomal protein L19,ENSMUSG00000030045,True,False,True
4285.0,70478,Mipep,5730405E07Rik|MIP|A6H611,mitochondrial intermediate peptidase,ENSMUSG00000021993,True,False,True
84134.0,641376,Tomm40l,Q9CZR3,translocase of outer mitochondrial membrane 40 homolog-like (yeast),ENSMUSG00000005674,False,False,True
137872.0,76187,Adhfe1,6330565B14Rik|AI043035|Adh8|Q8R0N6,"alcohol dehydrogenase, iron containing, 1",ENSMUSG00000025911,False,False,True
56997.0,67426,Adck3,4632432J16Rik|AI462003|Cabc1|mKIAA0451|Q60936,aarF domain containing kinase 3,ENSMUSG00000026489,True,False,True
622.0,71911,Bdh1,2310032J20Rik|AI327223|Bdh|Q80XN0,"3-hydroxybutyrate dehydrogenase, type 1",ENSMUSG00000046598,True,False,True
54543.0,66169,Tomm7,1110020J08Rik|AW047273|Tom7|Q9D173,translocase of outer mitochondrial membrane 7 homolog (yeast),ENSMUSG00000028998,False,False,True
3052.0,15159,Hccs,P53702,holocytochrome c synthetase,ENSMUSG00000031352,False,True,True
54948.0,94063,Mrpl16,2310039D06Rik|Q99N93,mitochondrial ribosomal protein L16,ENSMUSG00000024683,False,False,True
5625.0,19125,Prodh,Pro-1|Pro1|Ym24d07|Q9WU79,proline dehydrogenase,ENSMUSG00000003526,False,False,True
51263.0,107734,Mrpl30,2310001L22Rik|MRP-L28|Rpml28|Q9D7N6,mitochondrial ribosomal protein L30,ENSMUSG00000026087,True,False,True
4705.0,67273,Ndufa10,2900053E13Rik|Q99LC3,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10,ENSMUSG00000026260,False,False,True
92935.0,212679,Mars2,C730026E21Rik|MetRS|Q499X9,methionine-tRNA synthetase 2 (mitochondrial),ENSMUSG00000046994,True,False,True
8192.0,53895,Clpp,AU019820|D17Wsu160e|O88696,"ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit",ENSMUSG00000002660,True,False,True
50808.0,56248,Ak3,AA407498|AI506714|AK-3|Ak3l|Ak3l1|Akl3l|Q9WTP7,adenylate kinase 3,ENSMUSG00000024782,True,False,True
6687.0,234847,Spg7,AI452278|AU015315|Cmar|PGN|Q3ULF4,spastic paraplegia 7 homolog (human),ENSMUSG00000000738,False,False,True
6341.0,52892,Sco1,2610001C07Rik|D11Bwg1310e|Q5SUC9,SCO cytochrome oxidase deficient homolog 1 (yeast),ENSMUSG00000069844,True,True,True
93974.0,11983,Atpif1,Atpi|If1|O35143,ATPase inhibitory factor 1,ENSMUSG00000054428,True,False,True
54927.0,66075,Chchd3,0610041L09Rik|1700039J09Rik|AW558177|Q9CRB9,coiled-coil-helix-coiled-coil-helix domain containing 3,ENSMUSG00000053768,True,True,True
,338350,Acad12,9330129D05Rik|D3Z7X0,"acyl-Coenzyme A dehydrogenase family, member 12",ENSMUSG00000042647,False,False,True
11112.0,58875,Hibadh,6430402H10Rik|AI265272|Q99L13,3-hydroxyisobutyrate dehydrogenase,ENSMUSG00000029776,True,False,True
283459.0,384281,Gatc,2010003O18Rik|Q8CBY0,"glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bacterial)",ENSMUSG00000029536,True,False,True
,12869,Cox8b,Cox8h|CoxVIII-H|P48772,cytochrome c oxidase subunit VIIIb,ENSMUSG00000025488,False,False,True
81570.0,20480,Clpb,AL118244|Skd3|Q60649,ClpB caseinolytic peptidase B,ENSMUSG00000001829,False,True,True
84233.0,66271,Tmem126a,1810020E01Rik|Q9D8Y1,transmembrane protein 126A,ENSMUSG00000030615,False,False,True
4329.0,104776,Aldh6a1,1110038I05Rik|AI314632|Mmsdh|Q9EQ20,"aldehyde dehydrogenase family 6, subfamily A1",ENSMUSG00000021238,True,False,True
51023.0,68735,Mrps18c,1110037D14Rik|Q8R2L5,mitochondrial ribosomal protein S18C,ENSMUSG00000016833,False,False,True
5163.0,228026,Pdk1,B830012B01|D530020C15Rik|Q8BFP9,"pyruvate dehydrogenase kinase, isoenzyme 1",ENSMUSG00000006494,True,False,True
10105.0,105675,Ppif,AW457192|CyP-D|CyP-F|CypD|PPIase|Q99KR7,peptidylprolyl isomerase F (cyclophilin F),ENSMUSG00000021868,True,False,True
57128.0,380840,Lyrm4,BC034664|Gm903|Q8K215,LYR motif containing 4,ENSMUSG00000046573,True,False,True
1891.0,51798,Ech1,AA617331|O35459,"enoyl coenzyme A hydratase 1, peroxisomal",ENSMUSG00000053898,True,False,True
10449.0,52538,Acaa2,0610011L04Rik|AI255831|AI265397|D18Ertd240e|Q8BWT1,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase),ENSMUSG00000036880,True,False,True
4701.0,66416,Ndufa7,14.5kDa|2400007M02Rik|CI-B14.5a|Q9Z1P6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a)",ENSMUSG00000041881,True,False,True
51318.0,66223,Mrpl35,1110066C01Rik|Q9CQL6,mitochondrial ribosomal protein L35,ENSMUSG00000052962,True,False,True
5096.0,66904,Pccb,1300012P06Rik|AI314687|R74805|Q99MN9,"propionyl Coenzyme A carboxylase, beta polypeptide",ENSMUSG00000032527,False,False,True
27235.0,71883,Coq2,2310002F18Rik|Q66JT7,"coenzyme Q2 homolog, prenyltransferase (yeast)",ENSMUSG00000029319,False,False,True
55052.0,66448,Mrpl20,2610008D01Rik|4930425I20Rik|Q9CQL4,mitochondrial ribosomal protein L20,ENSMUSG00000029066,True,False,True
10440.0,21854,Timm17a,17kDa|mTim17a|Q9Z0V8,translocase of inner mitochondrial membrane 17a,ENSMUSG00000062580,False,True,True
29928.0,56322,Timm22,2610511O07Rik|Tim22|Q9CQ85,translocase of inner mitochondrial membrane 22,ENSMUSG00000020843,False,False,True
116541.0,66047,Mrpl54,0610008M19Rik|D10Sut1e|Q9CPW3,mitochondrial ribosomal protein L54,ENSMUSG00000034932,True,False,True
56993.0,223696,Tomm22,2310047D01|Tom22|Q9CPQ3,translocase of outer mitochondrial membrane 22 homolog (yeast),ENSMUSG00000022427,False,False,True
1384.0,12908,Crat,AW107812|CARAT|P47934,carnitine acetyltransferase,ENSMUSG00000026853,True,False,True
64969.0,77721,Mrps5,1620401I16Rik|AI850294|Q99N87,mitochondrial ribosomal protein S5,ENSMUSG00000027374,True,False,True
55526.0,209692,Dhtkd1,C330018I04Rik|A2ATU0,dehydrogenase E1 and transketolase domain containing 1,ENSMUSG00000025815,True,False,True
54968.0,70397,Tmem70,1110020A09Rik|2210416J16Rik|Q921N7,transmembrane protein 70,ENSMUSG00000025940,True,False,True
84266.0,66400,Alkbh7,2310045B01Rik|2510008E23Rik|Abh7|Spata11|Q9D6Z0,"alkB, alkylation repair homolog 7 (E. coli)",ENSMUSG00000002661,True,False,True
56945.0,64655,Mrps22,3100002P07Rik|Rpms22|Q9CXW2,mitochondrial ribosomal protein S22,ENSMUSG00000032459,True,False,True
1350.0,12867,Cox7c,COXVIIc|Cox7c1|P17665,cytochrome c oxidase subunit VIIc,ENSMUSG00000017778,False,True,True
7381.0,67530,Uqcrb,2210415M14Rik|QP-C|QPC|UQBC|UQBP|UQPC|Q9CQB4,ubiquinol-cytochrome c reductase binding protein,ENSMUSG00000021520,True,False,True
51103.0,69702,Ndufaf1,2410001M24Rik|CGI-65|CIA30|Q9CWX2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 1",ENSMUSG00000027305,True,False,True
27034.0,66948,Acad8,2310016C19Rik|AI786953|Q9D7B6,"acyl-Coenzyme A dehydrogenase family, member 8",ENSMUSG00000031969,True,False,True
10352.0,70560,Wars2,5730427B17Rik|9430020O07Rik|AI413375|TrpRS|Q9CYK1,tryptophanyl tRNA synthetase 2 (mitochondrial),ENSMUSG00000004233,True,False,True
4708.0,68198,Ndufb2,1810011O01Rik|8kDa|AGGG|AI325567|CI-AGGG|Q9CPU2,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2",ENSMUSG00000002416,False,False,True
4731.0,78330,Ndufv3,1500032D16Rik|Q8BK30,NADH dehydrogenase (ubiquinone) flavoprotein 3,ENSMUSG00000024038,True,False,True
65993.0,79044,Mrps34,0610007F04Rik|5330430D13Rik|AV001970|Tce2|Q9JIK9,mitochondrial ribosomal protein S34,ENSMUSG00000038880,True,False,True
292.0,11740,Slc25a5,Ant2|P51881,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",ENSMUSG00000016319,False,False,True
8604.0,78830,Slc25a12,2610002D09Rik|AI839531|B230107K20Rik|BB129864|Q8BH59,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",ENSMUSG00000027010,False,False,True
54460.0,66292,Mrps21,1810031B19Rik|P58059,mitochondrial ribosomal protein S21,ENSMUSG00000054312,False,False,True
22921.0,76467,Msrb2,2310050L06Rik|Mrsb|Msrb|Pilb|Q78J03,methionine sulfoxide reductase B2,ENSMUSG00000023094,True,False,True
51218.0,73046,Glrx5,2310004O13Rik|2900070E19Rik|AU020725|Q80Y14,glutaredoxin 5 homolog (S. cerevisiae),ENSMUSG00000021102,True,False,True
400916.0,103172,Chchd10,1620401E04Rik|AI267078|Ndg2|Q7TNL9,coiled-coil-helix-coiled-coil-helix domain containing 10,ENSMUSG00000049422,False,False,True
80219.0,67876,Coq10b,1500041J02Rik|1700030I21Rik|9530077A17Rik|AV002237|AW742641|Q3THF9,coenzyme Q10 homolog B (S. cerevisiae),ENSMUSG00000025981,False,False,True
1468.0,27376,Slc25a10,Dic|Q9QZD8,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",ENSMUSG00000025792,False,False,True
10165.0,50799,Slc25a13,AI785475|Ctrn|Q9QXX4,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13",ENSMUSG00000015112,False,False,True
253512.0,67554,Slc25a30,4933433D23Rik|AV025504|AV221431|AW319655|KMCP1|Q9CR58,"solute carrier family 25, member 30",ENSMUSG00000022003,False,False,True
1346.0,12865,Cox7a1,COX7A|COX7AH|COX7AM|P56392,cytochrome c oxidase subunit VIIa 1,ENSMUSG00000074218,False,False,True
60386.0,67283,Slc25a19,2900089E13Rik|DNC|MUP1|TPC|Q9DAM5,"solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19",ENSMUSG00000020744,False,False,True
91689.0,69029,Smdt1,1500032L24Rik|Q9DB10,single-pass membrane protein with aspartate rich tail 1,ENSMUSG00000022452,False,False,True
55173.0,64657,Mrps10,1110038B19Rik|AW743084|Rpms10|G5E8U5,mitochondrial ribosomal protein S10,ENSMUSG00000034729,True,False,True
29093.0,216767,Mrpl22,E030011D16Rik|HSPC158|MRP-L25|Rpml25|Q8BU88,mitochondrial ribosomal protein L22,ENSMUSG00000020514,True,False,True
,114896,Afg3l1,1700047G05Rik|3110061K15Rik|Q920A7,AFG3(ATPase family gene 3)-like 1 (yeast),ENSMUSG00000031967,False,False,True
2232.0,14149,Fdxr,Q61578,ferredoxin reductase,ENSMUSG00000018861,True,False,True
81892.0,380773,Slirp,1810035L17Rik|Q9D8T7,SRA stem-loop interacting RNA binding protein,ENSMUSG00000021040,True,False,True
26073.0,67811,Poldip2,1300003F06Rik|Pdip38|Q91VA6,"polymerase (DNA-directed), delta interacting protein 2",ENSMUSG00000001100,True,False,True
197322.0,257633,Acsf3,BB101783|Q3URE1,acyl-CoA synthetase family member 3,ENSMUSG00000015016,True,False,True
5018.0,69089,Oxa1l,1810020M02Rik|AI894287|Q8BGA9,oxidase assembly 1-like,ENSMUSG00000000959,True,False,True
3418.0,269951,Idh2,E430004F23|IDPm|Idh-2|P54071,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",ENSMUSG00000030541,True,False,True
10632.0,27425,Atp5l,4933437C06Rik|Q9CPQ8,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",ENSMUSG00000038717,True,False,True
51027.0,69168,Bola1,1810037G04Rik|Q9D8S9,bolA-like 1 (E. coli),ENSMUSG00000015943,False,False,True
51011.0,68126,Fahd2a,1500003K14Rik|B430104H02Rik|Cgi-105|Fahd2|Q3TC72,fumarylacetoacetate hydrolase domain containing 2A,ENSMUSG00000027371,True,False,True
144363.0,67636,Lyrm5,4930469P12Rik|AL022899|Ghiso|Q91V16,LYR motif containing 5,ENSMUSG00000040370,False,False,True
4718.0,68197,Ndufc2,1810004I06Rik|2010300P09Rik|G1|R75094|Q9CQ54,"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2",ENSMUSG00000030647,False,True,True
4702.0,68375,Ndufa8,0610033L03Rik|AW261656|Q9DCJ5,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8",ENSMUSG00000026895,False,True,True
25902.0,270685,Mthfd1l,2410004L15Rik|AI647056|Fthfsdc1|Q3V3R1,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,ENSMUSG00000040675,True,False,True
5165.0,236900,Pdk3,2610001M10Rik|AI035637|Q922H2,"pyruvate dehydrogenase kinase, isoenzyme 3",ENSMUSG00000035232,True,False,True
84987.0,66379,Cox14,2310016M24Rik|AA959804|Q8BH51,cytochrome c oxidase assembly protein 14,ENSMUSG00000023020,False,False,True
51258.0,66493,Mrpl51,2610511M02Rik|CDA09|HSPC241|Mrp64|Q9CPY1,mitochondrial ribosomal protein L51,ENSMUSG00000030335,True,False,True
2639.0,270076,Gcdh,9030411L18|AI266902|D17825|GCD|Q60759,glutaryl-Coenzyme A dehydrogenase,ENSMUSG00000003809,True,False,True
3029.0,14651,Hagh,BC019817|Glo-2|Glo2|Rsp29|Q99KB8,hydroxyacyl glutathione hydrolase,ENSMUSG00000024158,True,False,True
4580.0,17827,Mtx1,Gcap6|Mtx|F7C846,metaxin 1,ENSMUSG00000064068,False,False,True
10667.0,69955,Fars2,Fars1|pheRS|Q99M01,phenylalanine-tRNA synthetase 2 (mitochondrial),ENSMUSG00000021420,True,False,True
84869.0,234309,Cbr4,A730083J17Rik|BC009118|Q91VT4,carbonyl reductase 4,ENSMUSG00000031641,True,False,True
64983.0,75398,Mrpl32,0610033O15Rik|Q9DCI9,mitochondrial ribosomal protein L32,ENSMUSG00000015672,True,False,True
221545.0,69662,2310061I04Rik,B8JJ69,RIKEN cDNA 2310061I04 gene,ENSMUSG00000050705,False,False,True
112812.0,68165,Fdx1l,B230118G17Rik|Q9CPW2,ferredoxin 1-like,ENSMUSG00000079677,True,False,True
4508.0,17705,ATP6,P00848,ATP synthase F0 subunit 6,ENSMUSG00000064357,False,False,True
4513.0,17709,COX2,P00405,cytochrome c oxidase subunit II,ENSMUSG00000064354,True,True,True
10131.0,68015,Trap1,2410002K23Rik|HSP75|Q9CQN1,TNF receptor-associated protein 1,ENSMUSG00000005981,True,False,True
2820.0,14571,Gpd2,AA408484|AI448216|AU021455|AW494132|GPDH|Gdm1|Gpd-m|Gpdh-m|TISP38|Q64521,"glycerol phosphate dehydrogenase 2, mitochondrial",ENSMUSG00000026827,False,True,True
22.0,11306,Abcb7,AA517758|AU019072|Abc7|Q61102,"ATP-binding cassette, sub-family B (MDR/TAP), member 7",ENSMUSG00000031333,True,False,True
3028.0,15108,Hsd17b10,17bHSD10|Ads9|ERAB|Hadh2|Q99N15,hydroxysteroid (17-beta) dehydrogenase 10,ENSMUSG00000025260,True,False,True
2746.0,14661,Glud1,AI118167|Gdh-X|Glud|Gludl|P26443,glutamate dehydrogenase 1,ENSMUSG00000021794,True,False,True
217.0,11669,Aldh2,Ahd-5|Ahd5|P47738,"aldehyde dehydrogenase 2, mitochondrial",ENSMUSG00000029455,True,False,True
7284.0,233870,Tufm,2300002G02Rik|C76308|C76389|EF-TuMT|EFTU|Q8BFR5,"Tu translation elongation factor, mitochondrial",ENSMUSG00000073838,True,False,True
10901.0,28200,Dhrs4,AI043103|AI790593|CR|D14Ucla2|NDRD|PHCR|PSCD|RRD|mouNRDR|Q99LB2,dehydrogenase/reductase (SDR family) member 4,ENSMUSG00000022210,False,False,True
30968.0,66592,Stoml2,0610038F01Rik|MSLP2|SLP-2|Q99JB2,stomatin (Epb7.2)-like 2,ENSMUSG00000028455,True,False,True
223.0,56752,Aldh9a1,AA139417|Abaldh|ESTM40|TMABA-DH|Tmabadh|Q9JLJ2,"aldehyde dehydrogenase 9, subfamily A1",ENSMUSG00000026687,True,False,True
79731.0,244141,Nars2,AI875199|Q8BGV0,asparaginyl-tRNA synthetase 2 (mitochondrial)(putative),ENSMUSG00000018995,False,False,True
23078.0,219189,Vwa8,1300010F03Rik|4932416F07Rik|AI957255|Kiaa0564|mKIAA0564|Q8CC88,von Willebrand factor A domain containing 8,ENSMUSG00000058997,True,False,True
64949.0,99045,Mrps26,AI648866|GI008|MRP-S13|MRP-S26|Rpms13|Q80ZS3,mitochondrial ribosomal protein S26,ENSMUSG00000037740,True,False,True
203054.0,268822,Adck5,A230108P17|Q80V03,aarF domain containing kinase 5,ENSMUSG00000022550,False,False,True
79587.0,71941,Cars2,2310051N18Rik|2410044A07Rik|D530030H10Rik|Q8BYM8,cysteinyl-tRNA synthetase 2 (mitochondrial)(putative),ENSMUSG00000056228,True,False,True
1352.0,70383,Cox10,2410004F01Rik|AU042636|Q8CFY5,cytochrome c oxidase assembly protein 10,ENSMUSG00000042148,False,False,True
54539.0,104130,Ndufb11,D5Bwg0566e|D5Bwg0577e|NP15.6|Np15|O09111,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11",ENSMUSG00000031059,True,True,True
,18598,Pdha2,Pdhal|P35487,pyruvate dehydrogenase E1 alpha 2,ENSMUSG00000047674,False,False,True
51264.0,94064,Mrpl27,A630055F16Rik|D11Moh47|D18Ertd643e|Q99N92,mitochondrial ribosomal protein L27,ENSMUSG00000024414,True,False,True
150274.0,100900,Hscb,AI325508|AW049829|Hsc20|Q8K3A0,HscB iron-sulfur cluster co-chaperone homolog (E. coli),ENSMUSG00000043510,True,False,True
6742.0,381760,Ssbp1,2810480P10Rik|G630031O20Rik|MtSSB|mtDBP|Q9CYR0,single-stranded DNA binding protein 1,ENSMUSG00000029911,True,False,True
84681.0,68917,Hint2,1190005L05Rik|Q9D0S9,histidine triad nucleotide binding protein 2,ENSMUSG00000028470,True,False,True
2109.0,110826,Etfb,0610009I16Rik|2810441H06Rik|Q9DCW4,"electron transferring flavoprotein, beta polypeptide",ENSMUSG00000004610,True,False,True
10166.0,18408,Slc25a15,D630044L02Rik|Ornt1|Q9WVD5,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",ENSMUSG00000031482,False,False,True
