Name,Symbol,Gene Symbol,Description,Accession,Entrez,Ensembl,Chromosome,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Modifications,Acetyl (K) Count,Acetyl (K) Positions,CrATFL_126_1_Proteins,CrATFL_127N_1_Proteins,CrATFL_127C_1_Proteins,CrATKO_128N_1_Proteins,CrATKO_128C_1_Proteins,CrATKO_129N_1_Proteins,DFC_129C_1_Proteins,DFC_130N_1_Proteins,DKO_130C_1_Proteins,DKO_131_1_Proteins,CrATFL_126_1_Proteins_norm,CrATFL_127N_1_Proteins_norm,CrATFL_127C_1_Proteins_norm,CrATKO_128N_1_Proteins_norm,CrATKO_128C_1_Proteins_norm,CrATKO_129N_1_Proteins_norm,DFC_129C_1_Proteins_norm,DFC_130N_1_Proteins_norm,DKO_130C_1_Proteins_norm,DKO_131_1_Proteins_norm,CrATFL_126_1_Proteins_norm_log2,CrATFL_127N_1_Proteins_norm_log2,CrATFL_127C_1_Proteins_norm_log2,CrATKO_128N_1_Proteins_norm_log2,CrATKO_128C_1_Proteins_norm_log2,CrATKO_129N_1_Proteins_norm_log2,DFC_129C_1_Proteins_norm_log2,DFC_130N_1_Proteins_norm_log2,DKO_130C_1_Proteins_norm_log2,DKO_131_1_Proteins_norm_log2,A,DKOvsDFC_Log2FC,CrATKOvsCrATFL_Log2FC,DKOvsCrATKO_Log2FC,DFCvsCrATFL_Log2FC,DKOvsDFC_t,CrATKOvsCrATFL_t,DKOvsCrATKO_t,DFCvsCrATFL_t,DKOvsDFC_p_value,CrATKOvsCrATFL_p_value,DKOvsCrATKO_p_value,DFCvsCrATFL_p_value,F,F.p.value,DKOvsDFC_significant,CrATKOvsCrATFL_significant,DKOvsCrATKO_significant,DFCvsCrATFL_significant
MCG130490,Ppp1r12b,Ppp1r12b,MCG130490 OS=Mus musculus GN=Ppp1r12b PE=1 SV=1,A6H644,329251,ENSMUSG00000073557.11,1,False,False,False,19,18,40,0,17,,0,,357.2,554.6,580.8,520.2,493.2,480.2,560.4,531.9,533.1,572.9,448.68546673199046,522.0090946427555,526.8598366921406,507.84137744568307,495.22002438810347,485.8777071695333,539.6880922597185,539.5540966142526,557.4077565883422,545.6562140443352,-0.20138137214114238,0.016989115292593837,0.030333378209270734,-0.02270788051716366,-0.05901617531771208,-0.08649258604330967,0.06504002896389594,0.06468178712309225,0.11164725144618082,0.0809064529843102,9.01094201668285,0.0314159441717532,-0.00471925441296683,0.15234906617463698,0.116213867589916,0.37159793317555895,-0.0683663184189144,1.97402929259368,1.5058154578061398,0.71918800460375,0.9470581534193281,0.0813332150165547,0.167952297022339,2.06580624029236,0.178256329733291,0,0,0,0
Carbonyl reductase [NADPH] 1,Cbr1,Cbr1,Carbonyl reductase [NADPH] 1 OS=Mus musculus GN=Cbr1 PE=1 SV=3,P48758,12408,ENSMUSG00000051483.8,16,False,False,False,66,15,57,8,13,,0,,376.2,542.8,590.4,510.0,513.7,535.2,530.6,483.0,488.6,542.4,472.55171496241553,510.9025181609947,535.5682637449032,497.8837033781206,515.8039872833917,541.5280068245195,510.9894749339876,489.95042050137994,510.87869043155877,516.6066163338235,-0.10975124065188346,0.0028245827592563444,0.07084700936120214,-0.03441466962664741,0.016599461713695973,0.08681248945502062,0.003070111849060808,-0.05758769768633165,0.002757296050887703,0.018842656775742483,8.99407965359557,0.0380587693319523,0.035025643357831995,-0.0121991174340419,-0.0152322434081622,0.49370223293963594,0.5564704426478929,-0.17335221120416802,-0.21645361565555102,0.633887046614478,0.592081199978866,0.866388620695092,0.8336845365036709,0.209791846559073,0.887006121165227,0,0,0,0
tRNA-splicing ligase RtcB homolog,Rtcb,D10Wsu52e; Rtcb,tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=1 SV=1,Q99LF4,28088,ENSMUSG00000001783.3,10,False,False,False,34,17,49,17,17,,0,,426.1,579.6,574.3,528.2,515.4,524.3,533.3,508.7,521.6,569.3,535.2320195254791,545.5399770193673,520.9635058751659,515.65131789083,517.510950060074,530.4991292565312,513.5896852286007,516.0202461885134,545.3833911770386,542.2274090686683,0.019306427029180284,0.046826921923372566,-0.01967568528712249,-0.03446215017973486,-0.02926860974760359,0.006492384355954783,-0.040241770670601085,-0.03343032752079722,0.046412767040751035,0.03804004305658637,9.04471418856952,0.0790624541443687,-0.0345653464122719,0.0613058635724606,-0.0523219369841801,1.37680388299925,-0.737205105813262,1.1694843881238899,-0.9981049918182379,0.203373652190157,0.480638755158566,0.273620241074496,0.345499701090583,0.8179152496726629,0.5171900062860301,0,0,0,0
Inorganic pyrophosphatase,Ppa1,Ppa1,Inorganic pyrophosphatase OS=Mus musculus GN=Ppa1 PE=1 SV=1,Q9D819,67895,ENSMUSG00000020089.8,10,False,False,False,57,14,54,14,14,,0,,617.8,723.2,731.1,694.3,679.1,659.2,740.0,664.2,653.1,775.4,776.0299029871884,680.7013653906254,663.2011477369559,677.8052063831943,681.8814244970824,666.994136955761,712.6502288939895,673.7579074472393,682.8793956628142,738.5264939256024,0.15987710652959564,-0.029213135167372783,-0.06678863517765876,-0.03536442019518127,-0.026714254572206997,-0.05856105892618402,0.03695903210107687,-0.04400483882971962,-0.024604334229968217,0.08841453846761738,9.440091328518529,0.035428005483146,-0.0615050232927121,0.0721183466833466,-0.0248146820925115,0.40807462563193203,-0.8676590569894359,0.9099746053102641,-0.31310660298660303,0.6931977608046441,0.409154429693114,0.387645224680115,0.761664443055246,0.36582761511978606,0.7795858038253441,0,0,0,0
Dual specificity mitogen-activated protein kinase kinase 4,Map2k4,Map2k4,Dual specificity mitogen-activated protein kinase kinase 4 OS=Mus musculus GN=Map2k4 PE=1 SV=2,P47809,26398,ENSMUSG00000033352.11,11,False,False,False,40,13,62,5,13,,0,,627.7,893.6,956.5,897.2,838.9,898.5,912.0,907.0,825.0,901.7,788.4654744335679,841.0878596696111,867.667757913279,875.8848209232349,842.3359255052311,909.123531636455,878.2932550693492,920.0518248338542,862.6175186369954,858.8204018219186,-0.13150795213381805,-0.03829902371810334,0.006587184992461914,0.02018563217158409,-0.036159837213187274,0.07392080566904369,0.024147189130648172,0.09115959246459937,-0.0018345197376472555,-0.00819907162557243,9.754411725137391,-0.0626701864792327,0.0737221304956321,-0.0243323292240909,0.11205998775077401,-0.8828689155055469,1.27197549971798,-0.375499658398225,1.7293242555202601,0.40132798143017,0.236720763272656,0.716388789627035,0.119398551773342,1.1045999045783501,0.398778257488928,0,0,0,0
Acyl-CoA-binding protein,Dbi,Dbi,Acyl-CoA-binding protein OS=Mus musculus GN=Dbi PE=1 SV=1,Q4VWZ5,13167,ENSMUSG00000026385.16,1,True,False,False,39,8,133,0,8,Acetyl [K99; K103],0,,1153.2,1474.1,1565.8,1434.1,1590.7,1461.8,1551.2,1480.4,1600.1,1747.2,1448.5556557540074,1387.4749484545364,1420.3807374183089,1400.0294490481622,1597.2151110992625,1479.0837824665218,1493.868966297779,1501.7031107872524,1673.0597473588562,1664.1133481903694,-0.05358188505538841,-0.11573527818229934,-0.08191930090301192,-0.10273982731780862,0.0873616250391418,-0.023493225325063705,-0.009143392648057969,-0.0015973834844604795,0.15429196569291292,0.14655670218403571,10.553981285970801,0.15579472200473402,0.07078834551232299,0.16338147647304502,0.0783750999806347,2.14622685997239,1.19434632246675,2.4655642519430803,1.1827463487673797,0.061819109705472004,0.264263972767814,0.0370131602508694,0.26859653217095103,4.2292793306949905,0.0422070682109525,0,0,0,0
Xin actin-binding repeat-containing protein 1,Xirp1,Xirp1,Xin actin-binding repeat-containing protein 1 OS=Mus musculus GN=Xirp1 PE=1 SV=1,E9QQ93,22437,ENSMUSG00000079243.3,9,False,False,False,21,15,39,1,15,,0,,148.8,178.4,178.4,157.6,160.5,158.2,178.7,152.0,165.4,157.8,186.91040719406547,167.9163766395016,161.831602730506,153.8558267693957,161.15736803384146,160.07049828034187,172.09539986939987,154.1872958927738,172.941742524314,150.2959514334022,0.19041444169773847,0.03581048202549297,-0.017439092014102542,-0.09035337715170577,-0.023462309858811814,-0.03322502194886212,0.07127607542664105,-0.0872485583137319,0.0783536717196931,-0.12412631158235587,7.35578864883078,-0.014900078487786001,-0.118608846889503,0.0261272497217933,-0.0775815186799242,-0.150673030336896,-1.46895901907904,0.289421830548127,-0.859401023534376,0.883710640165078,0.177472805471718,0.7791189471005758,0.413448433450924,0.7809937006743969,0.535005852546345,0,0,0,0
Carnosine N-methyltransferase,Carnmt1,2410127L17Rik; Carnmt1,Carnosine N-methyltransferase OS=Mus musculus GN=Carnmt1 PE=1 SV=1,Q80UY1,67383,ENSMUSG00000024726.9,19,False,False,False,28,11,77,11,11,,0,,753.4,911.7,959.2,901.9,806.3,870.2,942.6,851.9,720.1,886.5,946.3595482527481,858.1242185102781,870.1170030218686,880.4731609347588,809.602404022968,880.4889229048895,907.7623050749655,864.1589300727237,752.9343941460611,844.3432252579913,0.13813373154533615,-0.003068174643123811,0.016954734488052736,0.03402435165832962,-0.08704110208913107,0.03405017812711186,0.07805990540873964,0.007041991134888903,-0.19173051282866815,-0.02642510280152699,9.74811086582254,-0.151628756086911,-0.056995621231323,-0.102755617047203,-0.00812248219161482,-1.77538565608612,-0.8173315353814301,-1.31797547556374,-0.10418148065165,0.111152036354035,0.4358111103152171,0.22155862362550102,0.919415984703391,1.61043009020707,0.257369413506029,0,0,0,0
"Acyl carrier protein, mitochondrial",Ndufab1,Ndufab1,"Acyl carrier protein, mitochondrial OS=Mus musculus GN=Ndufab1 PE=1 SV=1",Q9CR21,70316,ENSMUSG00000030869.11,7,True,True,False,25,7,83,0,7,Acetyl [K88; K97],0,,679.3,910.8,830.2,736.8,752.3,719.2,812.7,676.8,775.4,801.9,853.2811801540905,857.27710674472,753.0975145003705,719.2955149980377,755.381233469526,727.7035547612003,782.6632986785747,686.5392227646664,810.755907819547,763.7663083298175,0.14973194948450264,0.1564723382882427,-0.030452595284367945,-0.09670467047031472,-0.02608433679463218,-0.07993842086077407,0.025102515354753052,-0.16394713347829892,0.07597835234603068,-0.01015799858514832,9.58714546878435,0.10233248594221499,-0.15949304020469798,0.100485986255679,-0.161339539891234,1.11924650639423,-2.1364837257174,1.2039497070904,-1.933052548242,0.293340411247295,0.0627901398747961,0.260720346043471,0.0867831358839515,2.02769030960622,0.183641374428193,0,0,0,0
AP-2 complex subunit alpha-1,Ap2a1,Ap2a1,AP-2 complex subunit alpha-1 OS=Mus musculus GN=Ap2a1 PE=1 SV=1,P17426,11771,ENSMUSG00000060279.14,7,False,False,False,19,14,37,0,9,,0,,94.8,83.6,84.4,90.3,87.4,82.2,84.9,91.0,84.9,96.1,119.0800174865417,78.68727066738975,76.56158783887167,88.15470277459664,87.75796863649686,83.17190239345199,81.76216815283745,92.30949951475273,88.771184645189,91.53004393377661,0.43400705850089594,-0.16372210680099997,-0.20323162421429242,0.00018515988570566577,-0.006322243354949464,-0.08375614372704199,-0.10841892104888107,0.06662674745430763,0.010239075114386154,0.05439299819086507,6.46178046981785,0.05321212344991099,-0.0523155182272985,0.0622804457180521,-0.0432471959591574,0.28448093214291403,-0.342545868352818,0.364741271201954,-0.253274315047025,0.782777203910714,0.740168536794006,0.7241179686653499,0.8060105272010091,0.0681598379452365,0.975417277922583,0,0,0,0
Aminopeptidase B,Rnpep,Rnpep,Aminopeptidase B OS=Mus musculus GN=Rnpep PE=1 SV=2,Q8VCT3,215615,ENSMUSG00000041926.15,1,False,False,False,27,14,43,2,14,,0,,382.9,474.6,503.6,457.0,421.6,444.4,472.9,450.6,413.5,454.1,480.9677077594601,446.71027103759786,456.82956914284097,446.1428479290218,423.3267686172434,449.6544212122878,455.4220178972535,457.08418111370975,432.35435631078496,432.50564984732534,0.10297736269322755,-0.003623245447505141,0.02869336303796821,-0.005456959409290363,-0.08119095297790402,0.005853982220797249,0.02424137009631444,0.0294972188441065,-0.05074844613958618,-0.05024369291812114,8.80681886157742,-0.0773653639990624,-0.0696138034833602,-0.0235647594733912,-0.0158131989576891,-1.20333994869275,-1.3261197832271898,-0.40150910278062,-0.26943382692967804,0.260944186077634,0.218961425990198,0.6978456496497241,0.7939528140203922,1.1439009730168401,0.385032909201475,0,0,0,0
Calcium/calmodulin-dependent protein kinase type II subunit delta,Camk2d,Camk2d,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus GN=Camk2d PE=1 SV=1,A0A0G2JGS4,108058,ENSMUSG00000053819.16,3,False,False,False,31,14,77,0,8,,0,,179.4,219.8,239.9,214.7,226.0,203.2,236.6,235.4,219.7,274.0,225.34762802832893,206.88351785517068,217.61996353726676,209.59927669663233,226.9256397236646,205.60256163442142,227.85546507610528,238.78743061288785,229.7176592055126,260.9701564813194,0.00614366847895198,-0.11718988397559649,-0.044197686670989,-0.09837485777932553,0.016211028404056194,-0.12615035667950458,0.022110377694922967,0.0897183013637477,0.033853169941678196,0.21787623922205768,7.8098647858608,0.0699503650525326,-0.0176900946290468,0.19530276660012302,0.10766230691854302,0.814717887176543,-0.25234403993503,2.4918178038880603,1.37363570346432,0.437227252694975,0.806706367799413,0.0354824154410124,0.20431938187649698,2.7327693863091804,0.108827359628324,0,0,0,0
S-methyl-5'-thioadenosine phosphorylase,Mtap,Mtap,S-methyl-5'-thioadenosine phosphorylase OS=Mus musculus GN=Mtap PE=1 SV=1,Q9CQ65,66902,ENSMUSG00000062937.7,4,False,False,False,52,11,51,11,11,,0,,181.5,280.5,299.4,276.8,277.6,276.8,283.7,282.7,271.6,296.0,227.98547651695486,264.01650026558406,271.59406870803525,270.2239394020859,278.7369804747314,280.0727808090938,273.21468910435783,286.7680825584681,283.9841431052218,281.92396466595085,-0.2511500461983118,-0.03946387206978841,0.001360004452877206,-0.005936478642489362,0.03881245103865183,0.04570981154393827,0.009943081988378566,0.07979249151536294,0.06571840712201826,0.055214149249366073,8.08394815850191,0.0155984914338223,0.122613232585109,0.0342710168723208,0.141285758023607,0.17817432899166302,1.7153213968966299,0.428825050034241,1.76787495040839,0.862714983033696,0.122015601946763,0.6785983757251279,0.11245957558776802,1.7956063440451202,0.22097446289118902,0,0,0,0
RNA 3'-terminal phosphate cyclase,RtcA,Rtca; Rtcd1,RNA 3'-terminal phosphate cyclase OS=Mus musculus GN=RtcA PE=1 SV=2,Q9D7H3,66368,ENSMUSG00000000339.14,3,False,False,False,44,11,44,3,11,,0,,186.7,275.5,263.0,237.5,264.9,243.9,265.1,239.9,257.0,269.2,234.5172918221238,259.3103237902617,238.5746161329769,231.85760696530124,265.9849644371626,246.78378337911116,255.30212929702247,243.3521860833976,268.71842701782765,256.39841651376344,-0.09094367433843864,0.05404166840936053,-0.06619742490908997,-0.10739891565675652,0.0907067193467972,-0.01739038077981725,0.0315675940980622,-0.03759224150559248,0.1054572794753108,0.037749375860154366,7.96449416598513,0.0746156513714968,0.023005617916132003,0.0829641866976543,0.0313541532422894,0.8824362718980551,0.333221449117404,1.07481742770836,0.406199249064705,0.4015491284775639,0.746952157309708,0.311704779724273,0.694524002371874,0.662145168851068,0.596725999113193,0,0,0,0
Tensin 1,Tns1,Tns1,Tensin 1 OS=Mus musculus GN=Tns1 PE=1 SV=1,E9Q0S6,21961,ENSMUSG00000055322.15,1,False,False,False,13,18,53,0,18,,0,,225.5,336.0,393.1,320.4,336.2,311.3,351.0,330.7,310.3,370.5,283.25468294530754,316.2550591416622,356.5919452542708,312.7881148281369,337.5769914827258,314.98069604722144,338.02733829971663,335.45880757723876,324.44874670673903,352.88117874572566,-0.20525787206828028,-0.046269121029419935,0.12691643568895472,-0.0621719850001039,0.0478588965669573,-0.052094265753206415,0.04978225077634235,0.03877794274570334,-0.009367086723594653,0.11182480479664925,8.35121386963151,0.00694876227550267,0.0194010677407981,0.0733646437653093,0.0858169492306047,0.0660697385093154,0.225926094698906,0.764139359141831,0.893838029096915,0.9488336540336969,0.8265400692678191,0.465245712533729,0.39574996892193,0.476617440189358,0.706685233441647,0,0,0,0
Isoform 2 of Malignant T-cell-amplified sequence 1,Mcts1,Mcts1,Isoform 2 of Malignant T-cell-amplified sequence 1 OS=Mus musculus GN=Mcts1,Q9DB27-2,68995,,X,False,False,False,63,8,61,0,8,,0,,325.1,446.0,444.0,426.0,413.9,418.6,414.6,426.8,404.4,419.7,408.3640684058514,419.790941598754,402.76475119027276,415.8793287040772,415.5952313346229,423.5493715559489,399.27673635060546,432.9416966252359,422.8394236809708,399.74151341317423,-0.01955183868121857,0.02026326695157543,-0.03947034065821953,0.006757208543836768,0.00577133140053121,0.03312237987277378,-0.05201875246671506,0.06476498421846344,0.030702124490151306,-0.050340363671185884,8.693263958792059,-0.0161922354663915,0.0281366107350038,-0.0250360928629014,0.0192927533384939,-0.2451638871565,0.521755576757058,-0.41524734534554497,0.31998861212434304,0.8120831270438579,0.615018608127004,0.688135593661617,0.756619006078786,0.11229044219007599,0.9506194453058291,0,0,0,0
Isoform 2 of Pantothenate kinase 4,Pank4,Pank4,Isoform 2 of Pantothenate kinase 4 OS=Mus musculus GN=Pank4,Q80YV4-2,269614,ENSMUSG00000029056.13,4,False,False,False,19,14,48,1,13,,0,,427.9,546.3,542.2,497.6,497.0,504.9,521.2,475.3,500.4,518.0,537.4930325157299,514.1968416937203,491.8447029174908,485.77829568814275,499.0355882418642,510.8697508327725,501.93689094533426,482.1396166962855,523.2167349405485,493.366938165414,0.09362679261758622,0.029701488207573234,-0.03441639569230581,-0.052321228073090253,-0.01347655701443884,0.020336254033841428,-0.005113276642324749,-0.06316828193795487,0.05478942511862783,-0.029958220617508857,8.97647545042639,0.0465563815406984,-0.0447911387288471,0.0275694459351197,-0.0637780743344258,0.6726348486900421,-0.7925704543594561,0.436333749966617,-1.00939737437886,0.518853657352804,0.44935270012322204,0.673350020200932,0.34035723663437395,0.41493550786936,0.7467051101503491,0,0,0,0
40S ribosomal protein S9,Rps9,Rps9,40S ribosomal protein S9 OS=Mus musculus GN=Rps9 PE=1 SV=3,Q6ZWN5,76846,ENSMUSG00000006333.14,7,False,False,False,55,14,97,3,13,,0,,882.4,1267.8,1312.5,1194.9,1163.7,1186.6,1280.3,1228.3,1176.6,1266.2,1108.398812554055,1193.2981070827361,1190.6052611198943,1166.5122297382673,1168.4662254266748,1200.629919465573,1232.9812000715874,1245.9753654282504,1230.2494211251985,1205.9869056081993,-0.10695564592024986,-0.0004782173400545986,-0.0037375417075367068,-0.033231283624079566,-0.030816682717251354,0.008358808936996809,0.04671808609013084,0.06184282839538646,0.04351812136038369,0.01478152652627962,10.2212170009321,-0.0251306332994261,0.0184940825211726,0.0477128764114383,0.09133759223203698,-0.39951135666658,0.36008424252303706,0.8309060446172271,1.5906179462319898,0.699262577343501,0.727474141415571,0.42850647015960003,0.147749993037444,1.0737197349827101,0.40996696309875397,0,0,0,0
Heterogeneous nuclear ribonucleoprotein M,Hnrnpm,Hnrnpm,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3,Q9D0E1,76936,ENSMUSG00000059208.14,17,False,False,False,24,15,45,0,15,,0,,249.3,306.0,328.6,302.7,290.8,288.1,312.8,305.7,273.6,291.7,313.1502991497347,288.01800028972804,298.0822009935217,295.5086215932492,291.991044387795,291.50638782911824,301.2391778351891,310.0990549632957,286.07533708979634,277.82844761168195,0.08529482653497666,-0.03540145186102883,0.01414980146943634,0.0016397916731989426,-0.01563630949511463,-0.018032932808015545,0.029348982146270686,0.07116869869605758,-0.045165304111915106,-0.08736610224386965,8.20541662037701,-0.11652454359905699,-0.0320242089244367,-0.0555892196345855,0.0289111150400352,-1.84149022534668,-0.619834930907046,-0.962350348301795,0.500503907258682,0.10024074549797501,0.551443971106246,0.36216728205235793,0.629285633654105,1.29397755305733,0.33728535755342304,0,0,0,0
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Ndufa8,Ndufa8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus GN=Ndufa8 PE=1 SV=3,Q9DCJ5,68375,ENSMUSG00000026895.7,2,True,False,True,73,11,83,11,11,,0,,864.1,1289.1,1184.3,999.1,1146.4,1016.4,1169.1,912.7,1083.7,1084.7,1085.411847153172,1213.3464188676091,1074.3114748527928,975.3639373432947,1151.0953689345536,1028.4175376241435,1125.8910575675177,925.8338484298332,1133.1134605417114,1033.1179880849895,0.01871433757883345,0.17946328560825187,0.0038841110167044945,-0.13551568622976795,0.10347914340163555,-0.059102105360331336,0.07153901428331189,-0.21070300961013189,0.08076410469264239,-0.052523195381155574,10.065312507822801,0.0837024523191552,-0.0977334607974178,0.0445000040518959,-0.13693590906467698,0.701003463972421,-1.00246885575009,0.408256074514002,-1.2562901484133602,0.501838245765024,0.343505525480691,0.6930695014353541,0.24208539815611999,0.6186435194991321,0.621024447142987,0,0,0,0
Alanine aminotransferase 2,Gpt2,Gpt2,Alanine aminotransferase 2 OS=Mus musculus GN=Gpt2 PE=1 SV=1,Q8BGT5,108682,ENSMUSG00000031700.11,8,True,True,False,42,15,42,11,14,,0,,81.3,110.4,100.6,92.1,98.2,105.8,97.8,87.3,103.6,96.7,102.12242005966077,103.91237657511758,91.25705849040865,89.91193937475471,98.60220274718525,107.05094006359147,94.18539511598942,88.55625612788916,108.32384840096088,92.10151142972111,0.06898582331681524,0.09405368953543736,-0.09330575147679987,-0.11472919986466668,0.018377973098295364,0.13698365634445153,-0.047738538010535514,-0.13664767236315978,0.1540370908870523,-0.08001707146689352,6.605169998178701,0.12920311489692698,-0.00970044393245928,0.023465866517383,-0.115437692312003,1.1482902922967702,-0.10558833670996198,0.22845776734810602,-1.12387230336803,0.28180584903461,0.918332260078668,0.824633437995228,0.291478574191975,0.576867695963356,0.645225981667819,0,0,0,0
Platelet glycoprotein 4,Cd36,Cd36,Platelet glycoprotein 4 OS=Mus musculus GN=Cd36 PE=1 SV=2,Q08857,12491,ENSMUSG00000002944.15,5,False,False,False,27,11,77,7,11,,0,,729.7,875.8,1027.9,960.5,897.1,792.1,1081.2,928.1,813.6,875.7,916.5895438811128,824.3338714174635,932.4366841182014,937.6809746954605,900.7742982128298,801.4654973948092,1041.2397668651101,941.4554560400221,850.6977129249207,834.0568103309905,0.03354291954388344,-0.11950413290999329,0.05827285586816089,0.06636425247697453,0.008432755073332743,-0.16009249395669123,0.21749750345201235,0.07215992835447516,-0.07408633306191348,-0.10258725484022335,9.806589098298609,-0.23316550985431303,-0.0192023763028111,-0.0599049651489434,0.15405816840255898,-2.38341166241162,-0.240400494323766,-0.6707924927709711,1.7250834310235,0.0422433326315503,0.8156559412810379,0.519970790920542,0.120185612654563,2.09806941381051,0.17384560423785597,0,0,0,0
Ras suppressor protein 1,Rsu1,Rsu1,Ras suppressor protein 1 OS=Mus musculus GN=Rsu1 PE=1 SV=3,Q01730,20163,,2,False,False,False,60,13,65,0,13,,0,,531.4,698.0,820.0,727.9,721.9,749.0,740.8,758.4,674.6,811.6,667.5012794551504,656.9822359550006,743.84481075681,710.6069562528116,724.8567226394401,757.8558989379019,713.4206615738748,769.3134552965766,705.3597309969905,773.0050328475869,-0.11177533897688896,-0.13469157885490013,0.04445572040129875,-0.021494129586841382,0.0071499147520359685,0.07137761486735705,-0.015792942411716027,0.09302560019647643,-0.03218672649055776,0.09993186610374138,9.494402130887881,-0.0047437590857892795,0.0863481991543473,0.0148614364624056,0.10595339470254199,-0.0553021078609324,1.23287195618752,0.18978875285680896,1.35308337739822,0.957162016695639,0.25028236834162804,0.853881336278193,0.210546527170826,0.904419596215446,0.47785839493743004,0,0,0,0
Isoform 2 of E3 ubiquitin-protein ligase RNF123,Rnf123,Rnf123,Isoform 2 of E3 ubiquitin-protein ligase RNF123 OS=Mus musculus GN=Rnf123,Q5XPI3-2,84585,ENSMUSG00000041528.15,9,False,False,False,16,17,57,0,15,,0,,290.3,427.4,426.7,427.9,380.0,417.8,407.0,410.8,355.8,433.6,364.65115059433606,402.2839651105548,387.07143993894005,417.7341895597996,381.55638537607325,422.73991265187635,391.9576258916942,416.71145495231235,372.0234098558097,412.98051040255507,-0.12076269648809834,0.020934591060532526,-0.034679780437762986,0.07530558331094106,-0.05538337235463331,0.09249068694098739,-0.01658194816570635,0.07176911596904745,-0.09188623588888767,0.05879405605359089,8.63113583253525,-0.0441396738193198,0.0823069279208752,-0.054017055883417,0.0724295458567781,-0.5131621083563521,1.17194568111782,-0.687934348449683,0.9224266599243829,0.6207674815620239,0.272682190459731,0.5096334697398821,0.38147328487053206,0.5547617836712769,0.6583733074326971,0,0,0,0
Proteasome subunit alpha type-6,Psma6,Psma6,Proteasome subunit alpha type-6 OS=Mus musculus GN=Psma6 PE=1 SV=1,Q9QUM9,26443,ENSMUSG00000021024.14,12,False,False,False,59,15,73,1,15,,0,,504.6,604.7,683.5,599.7,566.7,570.5,606.3,546.6,509.9,613.5,633.8373082669721,569.1649829254856,620.0218636003411,585.4526606193313,569.021062085844,577.2453809667196,583.891667268143,554.465631151251,533.1499063672775,584.3255146032461,0.12705156534291717,-0.02821411046634914,0.09525807433592526,0.012491504634612127,-0.028578960982041934,-0.007876291468699392,0.008639707262952712,-0.06596297834456344,-0.12251978104611183,0.00971127073136202,9.18091720505387,-0.0277426196165695,-0.0726864256762063,-0.0484163392186687,-0.0933601452783055,-0.360565344933661,-1.15700559317181,-0.689317156625915,-1.3291948735481698,0.7271271381034058,0.27841631008439505,0.5088051435146059,0.217987523119274,1.16862157285892,0.376662100937678,0,0,0,0
Histidine triad nucleotide-binding protein 1,Hint1,Hint1,Histidine triad nucleotide-binding protein 1 OS=Mus musculus GN=Hint1 PE=1 SV=3,P70349,15254,ENSMUSG00000020267.6,11,True,False,False,84,10,76,7,10,,0,,718.6,868.4,842.4,803.9,812.4,805.6,815.1,745.6,719.8,801.9,902.6466304412329,817.3687302339864,764.164473879923,784.801390481708,815.727388104005,815.1251164010331,784.9745967182308,756.3292619582378,752.6207150483749,763.7663083298175,0.1838430654706542,0.04066880759911484,-0.05643505602990828,-0.017990646504820518,0.03776884730645769,0.03670327646391236,-0.01767227779293634,-0.07130380711161699,-0.07839524564807121,-0.05718696375279819,9.634174433952,-0.0233030622481589,-0.0371984465914377,-0.086618263788953,-0.100513648132232,-0.283729073658211,-0.5547039755845079,-1.15528980851359,-1.34062249950684,0.7833343834036229,0.593237111238454,0.27908100830548804,0.21440048785714,1.16766260414404,0.376982944764617,0,0,0,0
26S proteasome non-ATPase regulatory subunit 7,Psmd7,Psmd7,26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus GN=Psmd7 PE=1 SV=2,P26516,17463,ENSMUSG00000039067.5,8,False,False,False,55,12,52,12,12,,0,,564.4,799.3,888.2,819.0,773.7,741.0,826.5,734.3,709.8,818.0,708.953184276415,752.3293713450314,805.7109279441448,799.542653071923,776.8688825407049,749.7613098971766,795.9532624065977,744.8666537767355,742.1647451255022,779.1006861376615,-0.10969061350837706,-0.024016560692922795,0.07488134733735663,0.06379402322493988,0.02229014994654399,-0.02894959592380708,0.05730274386947798,-0.038398798705157944,-0.04364150508598641,0.026428809537947018,9.57923716552613,-0.0180583203561788,0.0386534680372055,-0.027651206856584,0.0290605815368004,-0.22894505859200698,0.600188978734608,-0.38402423741184494,0.40359785094722705,0.82426659344888,0.563868955842188,0.710288711285899,0.696365508859889,0.137611404407202,0.934921600348116,0,0,0,0
