Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,DFC_126_2_Proteins,DFC_127N_2_Proteins,DKO_127C_2_Proteins,DKO_128N_2_Proteins,DKO_128C_2_Proteins,S3FL_129N_2_Proteins,S3FL_129C_2_Proteins,S3KO_130N_2_Proteins,S3KO_130C_2_Proteins,S3KO_131_2_Proteins,DFC_126_2_Proteins_norm,DFC_127N_2_Proteins_norm,DKO_127C_2_Proteins_norm,DKO_128N_2_Proteins_norm,DKO_128C_2_Proteins_norm,S3FL_129N_2_Proteins_norm,S3FL_129C_2_Proteins_norm,S3KO_130N_2_Proteins_norm,S3KO_130C_2_Proteins_norm,S3KO_131_2_Proteins_norm,DFC_126_2_Proteins_norm_log2,DFC_127N_2_Proteins_norm_log2,DKO_127C_2_Proteins_norm_log2,DKO_128N_2_Proteins_norm_log2,DKO_128C_2_Proteins_norm_log2,S3FL_129N_2_Proteins_norm_log2,S3FL_129C_2_Proteins_norm_log2,S3KO_130N_2_Proteins_norm_log2,S3KO_130C_2_Proteins_norm_log2,S3KO_131_2_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
EF-hand domain-containing protein D1,Efhd1,Q9D4J1,EF-hand domain-containing protein D1 OS=Mus musculus GN=Efhd1 PE=1 SV=1,98363,Efhd1,ENSMUSG00000026255.15,True,False,False,8,2,6,1,2,1,,0,,101.0,282.3,106.0,172.6,114.3,119.9,112.7,109.3,120.1,133.2,108.80863872280119,260.5739971572446,96.29689315180255,161.43424791069995,117.43919695976128,126.08690831136744,108.95958220255461,114.0354399437745,122.31585748546908,144.85007968086506,-0.26268427964436114,0.9972157419364613,-0.43891622376910533,0.306469293868191,-0.15256337341936543,-0.050058894264317644,-0.26068430514262797,-0.1949951267451926,-0.0938659293345605,0.15008309651487828,7.02833357148333,-0.46226916558614395,0.10911227984851901,-0.0487441145851371,0.522637330849526,-1.37548898804464,0.324665261205088,-0.16215837530032598,1.4196196302523798,0.20312876710393302,0.753053545643168,0.874859953161605,0.19031222645856102,0.864576828574147,0.494945885449129,0,0,0,0
Voltage-dependent calcium channel gamma-6 subunit,Cacng6,Q8VHW3,Voltage-dependent calcium channel gamma-6 subunit OS=Mus musculus GN=Cacng6 PE=2 SV=1,54378,Cacng6,ENSMUSG00000078815.8,False,False,False,7,2,6,0,2,7; CHR_MG4151_PATCH,,0,,69.0,75.1,85.5,77.6,73.3,74.1,69.7,71.9,70.8,67.2,74.3346145730028,69.32025216616744,77.6734374007464,72.57993996448619,75.31315080621611,77.9236022174506,67.38671587859855,75.01507897490748,72.10626736029319,73.07751767683283,0.018187915303890634,-0.08256935307708346,0.08157505747547056,-0.01627539220175933,0.03705554742184525,0.08621411554917024,-0.12338203852454832,0.03133436894407815,-0.025721594035319484,-0.0064186268557460124,6.197774350561451,0.0663091231184483,0.0183153441720281,0.0343870215475146,-0.0136067573989056,0.88368971714726,0.24408528645330899,0.512361022819631,-0.165535267619349,0.40046726365904495,0.812785585120405,0.621066169543228,0.872280049859006,0.308617990634573,0.818742948125321,0,0,0,0
Actin-related protein 2/3 complex subunit 5,Arpc5,Q9CPW4,Actin-related protein 2/3 complex subunit 5 OS=Mus musculus GN=Arpc5 PE=1 SV=3,67771,Arpc5,ENSMUSG00000008475.13,False,False,False,17,3,9,1,3,1,,0,,250.4,294.4,306.4,279.6,282.8,257.5,307.3,263.2,273.9,260.7,269.75923897217245,271.74277280585477,278.3525288840783,261.5122579132776,290.5669720054286,270.7871467070652,297.1009725895744,274.60318200550273,278.9534834743545,283.50161991592734,-0.04086952891674045,-0.030300234022059058,0.004371290139449258,-0.08566332850116787,0.06632882460971423,-0.03538263928643737,0.09841142771227318,-0.01519355724769511,0.007482667099344198,0.030815078413333197,8.11639809004917,0.0305971435520682,-0.0238129981245869,-0.0126891340056616,-0.0670992756823168,0.455614882747704,-0.35459376558932393,-0.21125354633042898,-0.9121037199209191,0.659750583601215,0.7312806333903359,0.837522288634987,0.38612854207072705,0.293887963262242,0.8289308245861171,0,0,0,0
AP-3 complex subunit delta-1,Ap3d1,O54774,AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1,11776,Ap3d1,ENSMUSG00000020198.8,False,False,False,2,2,15,1,1,10,,0,,10.7,20.6,17.4,19.1,9.4,15.3,12.4,13.7,11.4,11.8,11.527251825088838,19.01460978193142,15.807225856994002,17.864392439712454,9.658166679105477,16.089488716963483,11.988454474815237,14.29355468645664,11.610331185131955,12.83206411587243,-0.2567454487568739,0.46531427779548373,0.19879014475455836,0.3752927948504823,-0.5119727878307092,0.22432442713960832,-0.20014837280247644,0.05357069266892722,-0.24638492874995555,-0.10204079906904528,3.78372214935783,-0.083581030594527,-0.110373038885256,0.118988395641468,0.0921963873507394,-0.29175824381147897,-0.38528172912248104,0.46438162785576,0.293791140454315,0.7772628416697339,0.7092173490748809,0.653699630637507,0.7757595287589301,0.177051697658207,0.909203843800866,0,0,0,0
Tubulin-folding cofactor B,Tbcb,Q9D1E6,Tubulin-folding cofactor B OS=Mus musculus GN=Tbcb PE=1 SV=2,66411,Tbcb,ENSMUSG00000006095.12,False,False,False,16,2,6,2,2,7,,0,,29.5,29.5,34.1,35.4,30.5,29.0,34.2,28.2,25.7,28.7,31.780741013095398,27.22965963917363,30.978528834683654,33.10992106627334,31.33766848007628,30.496416522349087,33.06493089021622,29.42176950058958,26.174167671744843,31.21018984114735,0.06407794463999217,-0.15889586958972224,0.02719381347881189,0.1231887524465396,0.043823028490711735,0.0045649100106999185,0.12122706724535526,-0.047190802343997085,-0.21593115817201003,0.037942313793610793,4.926002913809019,0.11214416061355499,-0.13795587086882402,0.139795080379486,-0.11030495110289401,1.1736095998973501,-1.44373397177383,1.63566320183614,-1.05378344639391,0.271473649838511,0.18360924163489103,0.137266054706279,0.320180571384165,1.27411241662517,0.342189816652736,0,0,0,0
Leucine rich repeat containing 57,Lrrc57,Q8JZX5,Leucine rich repeat containing 57 OS=Mus musculus GN=Lrrc57 PE=1 SV=1,66606,Lrrc57,ENSMUSG00000027286.16,False,False,False,8,2,6,0,2,2,,0,,18.8,19.2,20.0,18.9,15.4,17.0,21.7,19.1,14.7,14.8,20.253489188006558,17.72235474820792,18.169225122981615,17.677330738773055,15.822953921087697,17.877209685514984,20.979795330926663,19.927510548271666,14.971216528196466,16.094453297873898,0.1821908939736554,-0.010409271212540538,0.025517316134593848,-0.014079131510155385,-0.17396062135940582,0.0021419980386969684,0.23302102670916636,0.15878191519818774,-0.2537881206242938,-0.14941600534789767,4.1579076719038,-0.14006495695888,-0.19905558263193202,0.0272999246796779,-0.0316907009933738,-1.05521676629011,-1.49963840190609,0.229947475639441,-0.21794826379779603,0.31956021230459397,0.168857561521805,0.82341237519389,0.8324618282983259,1.12133991749162,0.39197331861263396,0,0,0,0
Nesprin-1,Syne1,A0A1L1STC6,Nesprin-1 OS=Mus musculus GN=Syne1 PE=1 SV=1,64009,Syne1,ENSMUSG00000096054.3,False,False,False,0,4,19,0,2,10,,0,,10.0,8.8,15.0,7.6,7.7,8.7,8.7,10.9,7.9,10.8,10.773132546811999,8.122745926261965,13.62691884223621,7.108344635697101,7.911476960543848,9.148924956704725,8.411254349265528,11.37224423958959,8.045755821275652,11.744601055205276,0.19249554150188164,-0.21490284386526026,0.5315171262868885,-0.407356732856504,-0.2529233119282672,-0.04326813281913777,-0.16454940045544575,0.27057472137050453,-0.22864240785241696,0.3170554406177599,3.23687036247266,-0.0317173216509365,0.223571351349242,-0.16258355754457698,0.0927051154556016,-0.11454372413260301,0.807404088993897,-0.656457208157307,0.30562429083410103,0.91138929084126,0.44080634576734296,0.528396161421249,0.7670288473839241,0.254790005295798,0.8560320839077729,0,0,0,0
Golgi apparatus protein 1,Glg1,Q61543,Golgi apparatus protein 1 OS=Mus musculus GN=Glg1 PE=1 SV=1,20340,Glg1,ENSMUSG00000003316.14,False,False,False,2,2,4,0,2,8,,0,,118.1,143.0,135.6,142.9,124.3,116.5,128.3,123.8,119.2,122.2,127.2306953778497,131.99462130175692,123.18734633381534,133.65558532119945,127.71384236306498,122.51146637426444,124.04183138054799,129.16365475790744,121.39925239190605,132.88798601352636,-0.0008661179369546801,0.05216625010192555,-0.047458820133917,0.07020723573445853,0.004602009368047,-0.05539610818749274,-0.03748616027576013,0.020887276746573313,-0.06855335462862744,0.06189778921175204,6.9921690815339295,-0.0165332577596207,0.0511850380081951,0.00437290454629746,0.0720912003141132,-0.258262981622153,0.7995520739249019,0.0763710440852655,1.02800530903034,0.802169492429288,0.445110132979573,0.9408397284366999,0.33149634916298,0.403041464164066,0.7545180958616391,0,0,0,0
Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,Ptpmt1,Q66GT5,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 OS=Mus musculus GN=Ptpmt1 PE=1 SV=1,66461,Ptpmt1,,True,True,False,10,2,6,2,2,2,,0,,67.8,93.2,80.1,78.9,72.6,76.7,73.1,63.6,69.8,84.1,73.04183866738535,86.02726367359263,72.76774661754136,73.79584102059228,74.59392562798485,80.65776369876465,70.6738727507253,66.35548015026586,71.08781725633423,91.45564340210774,-0.0518063534916724,0.18426451379654996,-0.05723030015545483,-0.036989924641803285,-0.021471282982591156,0.09128397047989445,-0.09935246870690939,-0.19031381647723933,-0.0909270981750403,0.2725427603542627,6.24245753082783,-0.10479291607905401,0.00113486434750421,-0.0356644511606117,0.0702633292659467,-0.777238879969898,0.00841717863549598,-0.29574209372652,0.47573016786718103,0.4574937230888879,0.993472718640019,0.7743177435160029,0.6459064257196271,0.20310866094734803,0.891610024884139,0,0,0,0
rRNA 2'-O-methyltransferase fibrillarin,Fbl,P35550,rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus GN=Fbl PE=1 SV=2,14113,LOC100044829; Fbl; LOC102643269,ENSMUSG00000046865.7,False,False,False,6,2,4,1,2,7; 3,,0,,38.5,53.9,38.7,39.7,43.9,36.6,46.4,38.5,34.7,35.0,41.476560305226194,49.75181879835453,35.15745061296943,37.13174763647039,45.10569332050324,38.48858085234402,44.86002319608282,40.16801864442194,35.340218607375334,38.06120712335043,0.04105833783935964,0.30351135077988634,-0.19740745753464317,-0.11858469862719279,0.16207162744212855,-0.06680743985388471,0.15419244935333687,-0.00519061729421999,-0.18992695292132034,-0.08291659918344152,5.33316601194272,-0.223591687216191,-0.13637056121604998,0.0413712135597564,0.12859233955989802,-1.74220923522294,-1.06258892770649,0.360410906938659,0.914679894853407,0.11637226715491,0.316384080494605,0.7270774101035029,0.384846965173257,1.63332723309185,0.251302268973466,0,0,0,0
60S ribosomal protein L36a,Rpl36a,P83882,60S ribosomal protein L36a OS=Mus musculus GN=Rpl36a PE=1 SV=2,66483,Rpl36al; Rpl36a; Rpl36a-ps3,ENSMUSG00000079435.9,False,False,False,24,3,7,1,3,12; X; 6,,0,,99.7,131.4,140.0,101.8,115.9,142.2,99.0,88.4,96.8,110.5,107.40813149171564,121.28736530804797,127.18457586087129,95.21440577815328,119.08314022428988,149.53760101648413,95.71427362957326,92.22994410823118,98.58597006322572,120.16466820372064,-0.052373339805135366,0.12295271188928325,0.1914471616928486,-0.22622478615488273,0.09649261245281426,0.4250317350210606,-0.21867056726769096,-0.2721694299454791,-0.17602230468541347,0.10953620680259668,6.79933274840315,-0.0147180233784789,-0.216065759819448,0.133456838606358,-0.0678908978346104,-0.0733764811447157,-1.0771925511813398,0.7438805983577751,-0.30897854339781605,0.943154717174616,0.31016459670833196,0.476427950324317,0.7645602958950891,0.436910211322406,0.7321629141754771,0,0,0,0
TBC1 domain family member 17,Tbc1d17,Q8BYH7,TBC1 domain family member 17 OS=Mus musculus GN=Tbc1d17 PE=1 SV=2,233204,Tbc1d17,ENSMUSG00000038520.15,False,False,False,3,2,4,0,2,7,,0,,43.6,53.4,58.7,60.0,40.9,43.2,44.9,47.2,47.8,37.6,46.97085790410031,49.29029914345328,53.32667573595104,56.11851028181922,42.02329969951213,45.429144612602784,43.409806928968074,49.24494753290171,48.68191496923749,40.88861108108504,-0.010663363403482506,0.058874429277430806,0.17242808899349438,0.2460474042882259,-0.1712398595889857,-0.05881116641196282,-0.12440830147059323,0.05754640604785344,0.0409566120436633,-0.21073024977563737,5.56435740238022,0.0583063449606058,0.0542006567132383,0.11982095512561901,0.115715266878252,0.45234255140464996,0.42049048627621294,1.0392963671740698,0.819505106078287,0.6620159772748461,0.684254639406133,0.326502878137253,0.434228866074081,0.7108814378477349,0.5701661270138829,0,0,0,0
"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Adhfe1,Q8R0N6,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus GN=Adhfe1 PE=1 SV=2",76187,Adhfe1,ENSMUSG00000025911.14,True,False,False,5,2,4,0,2,1,,0,,10.3,21.5,16.2,16.0,15.1,11.2,17.5,12.0,12.3,15.2,11.096326523216359,19.845345160753663,14.717072349615107,14.964936075151792,15.514714558988585,11.777926381045164,16.919189783005375,12.519901915144501,12.526936278695004,16.529438522140758,-0.37798159531859277,0.4607369128579344,0.02942696444666426,0.05352237435830487,0.10557341247294172,-0.2919781808392301,0.23059674129918717,-0.20384048202687177,-0.20303012491924788,0.19697397766890878,3.84999183670163,0.0214632583229668,-0.0392748233223812,0.132806460185041,0.0720683785396927,0.0881023421123979,-0.161215220386637,0.6094891923184879,0.27005108670223804,0.931776576457347,0.8755807934626949,0.557676164536054,0.793375264176285,0.149025803822291,0.927649314978662,0,0,0,0
Choline-phosphate cytidylyltransferase A,Pcyt1a,P49586,Choline-phosphate cytidylyltransferase A OS=Mus musculus GN=Pcyt1a PE=1 SV=1,13026,Pcyt1a,ENSMUSG00000005615.14,False,False,False,8,2,4,0,2,16,,0,,9.0,8.8,12.7,10.7,9.5,9.2,11.3,8.2,9.4,8.9,9.6958192921308,8.122745926261965,11.537457953093323,10.00780100025776,9.760913133138514,9.674725241572814,10.924962545597756,8.555266308682075,9.573430977214068,9.67842123993768,-0.00184226017758915,-0.257237552099681,0.2490484143287528,0.043848031866636994,0.007811047473358368,-0.004984380845273861,0.17035135787659295,-0.18239230702275933,-0.02016901258630277,-0.0044333388137318686,3.2792050707070803,0.22977573736155202,-0.151681707989923,0.16923405069718,-0.212223394654294,2.09105740362685,-1.38036836320982,1.72188658647497,-1.76304915473306,0.066910672748454,0.20167611470239002,0.12011681723284301,0.11264465592679199,2.10859173159061,0.17114808684494,0,0,0,0
Immunoglobulin kappa variable 14-111 (Fragment),Igkv14-111,A0A140T8P9,Immunoglobulin kappa variable 14-111 (Fragment) OS=Mus musculus GN=Igkv14-111 PE=4 SV=2,,,ENSMUSG00000095771.2,False,False,False,21,2,3,0,2,6,,0,,70.1,123.7,120.8,116.0,100.7,69.5,77.1,70.4,84.1,116.7,75.5196591531521,114.17996262256875,109.74211974280894,108.49578654485049,103.46567921126825,73.0862395966642,74.54111612969795,73.45009123551442,85.65165374294713,126.906939179857,-0.2936840911220333,0.30270124561399925,0.24550909825627354,0.22903076685503176,0.1605440385238026,-0.340936537916809,-0.3124999232489527,-0.33377206162893724,-0.11205524263418809,0.4551627073018265,6.53246443933247,0.20718605729905396,0.329830031595781,0.208582833532136,0.33122680782886305,0.9148888526583259,1.45645813773734,1.02977271253036,1.33518875539659,0.384743148857081,0.18015595652271302,0.33071089311276397,0.21547246941442802,1.88493470881298,0.20435338170537698,0,0,0,0
Isoform 3 of Interleukin-1 receptor accessory protein,Il1rap,Q61730-3,Isoform 3 of Interleukin-1 receptor accessory protein OS=Mus musculus GN=Il1rap,16180,Il1rap,ENSMUSG00000022514.14,False,False,False,2,2,6,0,2,16,,0,,7.1,15.3,12.4,16.7,12.9,10.8,9.1,8.2,8.5,12.7,7.6489241082365185,14.122501439978189,11.264919576248602,15.619652028439683,13.254292570261773,11.357286153150696,8.797978687162795,8.555266308682075,8.656825883651019,13.81078087047287,-0.5231147758191903,0.3615521331390652,0.03539349912685452,0.5069187991229342,0.27001615574905635,0.0471746264445736,-0.3211995031565067,-0.3615588458393675,-0.3445334669428468,0.32935137817542826,3.45837160952369,0.35155747267301296,0.0114321268203725,0.39635646286854403,0.0562311170159031,1.19707287564882,0.0389270318266681,1.50891649853799,0.174787489391292,0.26266935829885,0.9698212943285159,0.16651301868339902,0.8652197659653659,1.02374251721586,0.42803774886020707,0,0,0,0
"28S ribosomal protein S5, mitochondrial",Mrps5,Q99N87,"28S ribosomal protein S5, mitochondrial OS=Mus musculus GN=Mrps5 PE=1 SV=1",77721,Mrps5,ENSMUSG00000027374.12,True,True,False,5,2,8,1,2,2,,0,,56.9,63.9,73.5,71.4,72.5,68.7,73.5,78.8,64.0,59.7,61.29912419136027,58.98221189637949,66.77190232695743,66.78102723536487,74.49117917395182,72.24495914087525,71.06059708862257,82.21402257611557,65.18080665337237,64.92154472182916,-0.1517706555860352,-0.2073571911753378,-0.02839597410503991,-0.028198831890763998,0.1294324826593538,0.08525981053046028,0.06141269379977832,0.27174736643017994,-0.06318991076193115,-0.06893978990067762,6.089565212092429,0.20384314893520397,-0.0267970302425944,-0.0222599963680077,-0.252900175545806,1.90647307741081,-0.25062317266453304,-0.232763378754875,-2.15920096104533,0.0898574926701695,0.8078848999013759,0.8212926542598951,0.0599602633317546,2.02908234473086,0.18215790635006598,0,0,0,0
Anamorsin,Ciapin1,F8WIK0,Anamorsin OS=Mus musculus GN=Ciapin1 PE=1 SV=2,109006,Ciapin1,ENSMUSG00000031781.14,False,False,False,12,2,6,1,2,8,,0,,60.6,69.7,84.6,73.2,69.7,68.5,83.5,73.5,65.1,60.7,65.28518323368071,64.33583989323397,76.85582227021222,68.46458254381945,71.61427846102679,72.03463902692802,80.72870553605422,76.68439923026008,66.3011017677272,66.00900778249633,-0.11349833391057196,-0.1346312857448142,0.12190061980027789,-0.04489607712672683,0.019993324134574664,0.028436880069342862,0.1928278219465609,0.11867916720662475,-0.09122109197456396,-0.09759102440070677,6.14218203158334,0.156397432097072,-0.134010000730831,0.0557102719922575,-0.234697160835646,1.75136515272196,-1.50066687316547,0.69748901389504,-2.3991881020996697,0.11472072074810401,0.168596240963352,0.503587471623661,0.0406671736849188,2.0913397624824,0.17346788614214997,0,0,0,0
"Probable glutamate--tRNA ligase, mitochondrial",Ears2,Q9CXJ1,"Probable glutamate--tRNA ligase, mitochondrial OS=Mus musculus GN=Ears2 PE=1 SV=1",67417,Ears2,ENSMUSG00000030871.11,True,True,False,4,2,6,2,2,7,,0,,5.9,1.8,5.8,6.5,8.2,2.8,8.1,5.6,7.4,2.1,6.35614820261908,1.6614707576444927,5.269075285664668,6.079505280530416,8.425209230709033,2.944481595261291,7.83116784241963,5.842620893734101,7.5365307692961805,2.283672427401026,0.40255846317655175,-1.5331333989726919,0.1319554930061333,0.3383596288159185,0.809118214082468,-0.7075806445227086,0.703633168668004,0.2810213807387356,0.6483062716869834,-1.0742385766793952,2.2655943003851005,0.9917652465329109,-0.0463299034905384,0.4747814200527321,-0.563313729970717,1.470380393114,-0.0686882122009211,0.786990588746821,-0.7623958628642479,0.17644271128004,0.946780177974097,0.45205375042215995,0.465856641109076,0.7276573745016709,0.5614165270964521,0,0,0,0
CTD nuclear envelope phosphatase 1,Ctdnep1,Q3TP92,CTD nuclear envelope phosphatase 1 OS=Mus musculus GN=Ctdnep1 PE=1 SV=2,67181,Ctdnep1,ENSMUSG00000018559.16,False,False,False,14,2,6,2,2,11,,0,,17.8,15.2,16.7,19.5,18.8,16.4,17.3,13.7,23.6,12.7,19.176175933325357,14.030197508997938,15.171302977689647,18.238515841591248,19.316333358210954,17.246249343673277,16.725827614056744,14.29355468645664,24.035422453431064,13.81078087047287,0.17724634931362626,-0.2735333824389006,-0.16072370511486866,0.10491963406959304,0.1877525656745398,0.02421394257028897,-0.01999110204737775,-0.24670395382582377,0.5030934599523933,-0.2962738081534715,4.08399679585259,0.0921263481057277,-0.0154061876037552,0.0572775988853893,-0.0502549368240937,0.38697640585378995,-0.0647136376226309,0.26899266701756896,-0.192703116773066,0.708007057356578,0.94985475747608,0.7941636286372951,0.8515850938404951,0.0538060640057612,0.9824834008108578,0,0,0,0
Epidermal growth factor receptor,Egfr,Q01279,Epidermal growth factor receptor OS=Mus musculus GN=Egfr PE=1 SV=1,13649,Egfr,ENSMUSG00000020122.16,False,False,False,2,2,4,0,2,11,,0,,11.6,16.9,13.2,10.0,24.8,16.1,9.4,15.8,15.1,23.2,12.496833754301917,15.59936433566218,11.991688581167864,9.35308504696987,25.481120600193176,16.930769172752427,9.088021940585744,16.484537521606928,15.378596569780044,25.229143007477997,-0.25612156749431936,0.06380305943057873,-0.31564935919958703,-0.6741699708744129,0.7717445434146586,0.18196333509770346,-0.7156459589755846,0.1434292304216327,0.04323966894651132,0.7574070192328155,3.8996122768217005,0.0234676584787574,0.5815332848059279,-0.387383568420101,0.17068205790707,0.0550159444083841,1.36330613884926,-1.01534822752185,0.36527172920752793,0.957360111483318,0.20679494902558201,0.33716285227934195,0.72357258888196,0.723391408406062,0.563628664808937,0,0,0,0
Protein THEM6,Them6,Q80ZW2,Protein THEM6 OS=Mus musculus GN=Them6 PE=1 SV=1,223626,4930572J05Rik; Them6,ENSMUSG00000056665.2,False,False,False,11,2,8,2,2,15,,0,,56.6,74.3,64.4,75.0,69.3,52.7,64.8,62.5,68.1,56.9,60.975930214955916,68.58182071832545,58.5049048960008,70.14813785227402,71.20329264489463,55.41935002509645,62.64934273935704,65.20782247471095,69.35645207960404,61.87664815196113,-0.07407331479437573,0.0955130286826229,-0.13375559544779048,0.1280916297297381,0.14963078016062958,-0.2119233863840666,-0.03501380277296473,0.02273186678961192,0.11171692262913613,-0.05291812859254197,6.0042412718260705,0.037269081203405996,0.150645481520587,0.0208120512054562,0.134188451522637,0.350201654826929,1.415551315386,0.218644924335025,1.15104956768788,0.7344605128788291,0.191463775536265,0.8319356961839659,0.28016201920639,0.977220828706601,0.44651238634620205,0,0,0,0
Vesicle transport protein SEC20,Bnip1,Q6QD59,Vesicle transport protein SEC20 OS=Mus musculus GN=Bnip1 PE=1 SV=1,224630,Bnip1,ENSMUSG00000024191.14,False,False,False,11,3,9,0,3,17,,0,,185.0,202.0,230.2,178.1,194.0,192.9,189.0,167.2,180.7,178.7,199.30295211602197,186.4539405801042,209.12778116551837,166.57844468653337,199.32812082409177,202.85374990210823,182.72724965645804,174.44396668434672,184.03393378538104,194.32964894122063,0.07287434126739623,-0.023269450726835395,0.1422959880598036,-0.1858870110619053,0.07305651858788664,0.0983512335178025,-0.05239694305917375,-0.11932503718897358,-0.0421169310283549,0.03641729163234686,7.56594492833609,-0.0149806134083486,-0.064652037424306,0.0514967240569231,0.0018253000409655898,-0.14408866805726198,-0.6218454282028921,0.553776904119745,0.0160266912566015,0.8886908766167049,0.549883616955156,0.5935834724689389,0.9875721884313001,0.200084411425337,0.8936684855585351,0,0,0,0
Mevalonate kinase,Mvk,Q3UEB4,Mevalonate kinase OS=Mus musculus GN=Mvk PE=1 SV=1,17855,Mvk,ENSMUSG00000041939.14,False,False,False,6,2,4,0,2,5,,0,,11.4,17.9,23.5,22.6,16.4,19.4,21.2,15.3,21.2,15.8,12.281371103365679,16.522403645464674,21.348839519503397,21.137972206151908,16.850418461418066,20.4010510528818,20.49638990855508,15.962874941809241,21.591142203929596,17.181916358541052,-0.5613022268430221,-0.1333502779732223,0.23638378962108675,0.22206312338017753,-0.10498944074000605,0.17086962078434098,0.1775959655241044,-0.1830533534486909,0.25266570579875847,-0.07688290610352677,4.17970195520758,0.46514540982854297,-0.17665631107204102,0.12024267533824,-0.5215590455623449,2.77626168768341,-1.05438888131256,0.80238961160346,-2.84174116981901,0.0220801414973393,0.31991841836672497,0.44355159232513897,0.0198682923000868,3.4005816485710496,0.06850726319814401,0,0,0,0
Core-binding factor subunit beta,Cbfb,Q08024,Core-binding factor subunit beta OS=Mus musculus GN=Cbfb PE=1 SV=1,12400,Cbfb,ENSMUSG00000031885.14,False,False,False,11,2,8,0,2,8,,0,,11.9,9.1,17.1,10.0,16.4,17.2,14.9,12.2,15.5,10.9,12.820027730706279,8.399657719202713,15.53468748014928,9.35308504696987,16.850418461418066,18.087529799462217,14.405481586673147,12.728566947063577,15.78597661136362,11.853347361271991,-0.044822118535131406,-0.6548190558740932,0.23227171710667394,-0.4997072900955968,0.3495629184246827,0.4517738924639998,0.12339639058775553,-0.055151499413767624,0.25542201567448597,-0.15792697033901426,3.7251495960428898,0.377196369016533,-0.273470626218642,0.0132612665046854,-0.63740572873049,1.38303683805824,-1.00271365594895,0.0543633553566366,-2.13349477646827,0.200885453375015,0.342892140715027,0.957865339908463,0.062495656493869005,1.5423593990159699,0.27133469824156303,0,0,0,0
MCG50313,AK157302,I3ITR1,MCG50313 OS=Mus musculus GN=AK157302 PE=4 SV=1,432732,AK157302,ENSMUSG00000078139.3,False,False,False,17,2,6,0,2,13,,0,,37.5,41.6,50.1,43.1,41.4,36.8,44.0,42.0,39.6,42.8,40.39924705054499,38.39843528778383,45.51390893306895,40.31179655244014,42.537031969677315,38.698900966291255,42.53967716869923,43.819656703005755,40.33062411677415,46.54341899655424,-0.050145361607117245,-0.12342624307898298,0.12183373026869848,-0.05327168592850828,0.024245606158638466,-0.11218117132837069,0.024335318502967773,0.06710441554218338,-0.05259803466742774,0.1541034261379206,5.38640186119017,0.11772168584266199,0.10012619541692698,-0.0252673855046153,-0.04286287593034999,1.3973788290383202,1.1885170069239999,-0.335330455849417,-0.46446005630472603,0.196681455144962,0.26585261880532196,0.7452668331706821,0.653645618104001,1.22386609858213,0.35772324905271796,0,0,0,0
Riboflavin kinase,Rfk,Q8CFV9,Riboflavin kinase OS=Mus musculus GN=Rfk PE=1 SV=2,54391,Rfk,ENSMUSG00000024712.9,True,False,False,12,2,6,2,2,19,,0,,87.2,98.1,98.2,95.9,94.0,91.0,83.1,87.6,100.9,83.4,93.94171580820063,90.55015629162484,89.21089535383973,89.69608560044107,96.58166679105477,95.69565184599196,80.34198119815694,91.39528398055486,102.76161548945738,90.69441925964074,0.03141915739996026,-0.021629655387441993,-0.043126868998421664,-0.03530176038608168,0.07140257483770807,0.05810658731406981,-0.19419274863795266,-0.008227062909371696,0.16088278397271427,-0.019333007205168506,6.52227488157678,-0.00723676918852245,0.11248398528133399,-0.0467829228016559,0.0729378316682006,-0.0793264600506442,1.23300275748864,-0.573344579125213,0.729853303649765,0.938555580616168,0.249638865552858,0.580830039463932,0.48453923230962603,0.508964783631955,0.6861609607107879,0,0,0,0
